carat,depth,table,x,y,z,cut_code,color_code,clarity_code,price
0.31,62.9,57.0,4.32,4.3,2.71,4,3,4,802
0.31,63.0,57.0,4.32,4.28,2.71,3,3,4,802
0.31,63.2,57.0,4.33,4.28,2.72,2,3,4,802
0.31,63.2,56.0,4.32,4.29,2.72,2,3,4,802
0.31,63.3,56.0,4.33,4.29,2.73,2,3,4,802
0.31,63.8,57.0,4.33,4.29,2.75,1,3,4,802
0.31,63.1,59.0,4.29,4.27,2.7,2,3,4,802
0.31,62.8,58.0,4.3,4.27,2.69,3,3,4,802
0.31,63.7,56.0,4.3,4.27,2.73,1,3,4,802
0.31,63.2,56.0,4.29,4.28,2.71,2,3,4,802
0.31,61.4,58.0,4.4,4.36,2.69,3,4,3,802
0.31,60.8,56.0,4.41,4.38,2.67,4,4,3,802
0.31,59.3,60.0,4.41,4.39,2.61,3,4,3,802
0.31,61.6,58.0,4.38,4.35,2.69,3,4,3,802
0.31,61.9,54.0,4.38,4.35,2.7,4,4,3,802
0.31,62.3,55.0,4.38,4.35,2.72,4,4,3,802
0.31,62.0,56.0,4.39,4.35,2.71,4,4,3,802
0.31,61.6,55.0,4.37,4.36,2.69,4,4,3,802
0.31,60.8,57.0,4.39,4.36,2.66,4,4,3,802
0.31,62.1,53.0,4.39,4.34,2.71,4,4,3,802
0.31,61.5,56.0,4.41,4.34,2.69,3,4,3,802
0.31,60.8,60.0,4.37,4.34,2.65,3,4,3,802
0.31,61.5,56.0,4.37,4.34,2.68,4,4,3,802
0.31,61.7,58.0,4.38,4.34,2.69,3,4,3,802
0.31,62.3,60.0,4.35,4.32,2.7,3,4,3,802
0.31,61.8,56.0,4.37,4.33,2.69,4,4,3,802
0.31,62.3,55.0,4.37,4.33,2.71,4,4,3,802
0.31,62.8,57.0,4.36,4.34,2.73,4,4,3,802
0.31,63.4,56.0,4.34,4.31,2.74,2,4,3,802
0.31,61.9,55.0,4.35,4.31,2.68,4,4,3,802
0.31,62.0,58.0,4.37,4.31,2.69,3,4,3,802
0.31,61.4,55.0,4.34,4.32,2.66,3,4,3,802
0.31,61.4,62.0,4.34,4.32,2.66,3,4,3,802
0.31,61.3,59.0,4.34,4.31,2.65,3,4,3,802
0.31,62.4,56.0,4.34,4.31,2.7,4,4,3,802
0.31,62.4,58.0,4.34,4.31,2.7,3,4,3,802
0.31,62.3,57.0,4.34,4.3,2.69,4,4,3,802
0.31,62.7,59.0,4.34,4.3,2.71,3,4,3,802
0.31,62.7,57.0,4.34,4.3,2.71,4,4,3,802
0.31,61.8,59.0,4.33,4.31,2.67,3,4,3,802
0.31,62.9,56.0,4.32,4.3,2.71,4,4,3,802
0.31,62.3,55.0,4.33,4.3,2.69,4,4,3,802
0.31,62.3,59.0,4.33,4.3,2.69,3,4,3,802
0.31,61.3,57.0,4.34,4.3,2.65,4,4,3,802
0.31,62.0,60.0,4.34,4.3,2.68,3,4,3,802
0.31,62.6,55.0,4.33,4.29,2.7,4,4,3,802
0.31,62.6,57.0,4.33,4.29,2.7,4,4,3,802
0.31,62.3,59.0,4.34,4.29,2.69,3,4,3,802
0.31,63.4,56.0,4.32,4.29,2.73,2,4,3,802
0.31,63.9,56.0,4.32,4.29,2.75,1,4,3,802
0.31,62.9,58.0,4.31,4.27,2.7,3,4,3,802
0.31,62.9,59.0,4.32,4.27,2.7,3,4,3,802
0.31,62.6,57.0,4.33,4.27,2.69,4,4,3,802
0.31,62.8,56.0,4.32,4.28,2.7,4,4,3,802
0.31,59.7,58.0,4.48,4.43,2.66,3,4,3,802
0.31,61.9,55.0,4.39,4.37,2.71,4,4,3,802
0.33,60.0,57.0,4.5,4.47,2.69,4,5,4,802
0.31,62.2,58.0,4.38,4.34,2.71,3,3,4,802
0.31,62.0,59.0,4.3,4.28,2.66,3,3,4,802
0.32,61.5,56.0,4.39,4.42,2.71,4,4,6,803
0.31,60.7,57.0,4.37,4.4,2.66,4,6,3,803
0.33,60.7,56.0,4.48,4.5,2.73,4,6,3,803
0.36,61.5,55.0,4.57,4.61,2.82,4,4,4,803
0.36,61.3,54.0,4.63,4.65,2.84,4,4,4,803
0.36,61.3,55.0,4.59,4.61,2.82,4,4,4,803
0.36,60.8,56.0,4.61,4.64,2.81,4,4,4,803
0.43,61.2,56.2,4.87,4.89,2.99,4,5,2,803
0.42,62.6,58.0,4.8,4.76,2.99,3,1,2,803
0.34,60.2,60.0,4.54,4.5,2.72,3,6,2,803
0.34,62.8,58.0,4.48,4.44,2.8,3,6,2,803
0.34,63.1,57.0,4.46,4.44,2.81,2,6,2,803
0.34,62.3,57.0,4.48,4.44,2.78,4,6,2,803
0.42,61.2,60.0,4.82,4.78,2.94,3,1,2,803
0.34,61.9,58.0,4.52,4.43,2.77,3,1,6,803
0.34,62.6,58.0,4.47,4.45,2.79,3,1,6,803
0.34,60.5,59.0,4.54,4.48,2.73,3,1,6,803
0.34,62.4,59.0,4.44,4.4,2.76,3,1,6,803
0.34,59.7,59.0,4.57,4.54,2.72,3,6,2,803
0.34,59.6,59.0,4.57,4.55,2.72,3,6,2,803
0.34,61.5,53.0,4.53,4.51,2.78,4,6,2,803
0.34,60.6,56.0,4.54,4.51,2.74,4,6,2,803
0.34,60.1,57.0,4.56,4.52,2.73,4,6,2,803
0.34,61.2,57.0,4.51,4.48,2.75,4,6,2,803
0.34,59.6,61.0,4.53,4.5,2.69,3,6,2,803
0.34,59.8,61.0,4.53,4.5,2.7,3,6,2,803
0.34,60.4,57.0,4.53,4.51,2.73,4,6,2,803
0.34,61.3,57.0,4.5,4.44,2.74,4,6,2,803
0.34,62.7,56.0,4.48,4.45,2.8,4,6,2,803
0.34,62.8,55.0,4.5,4.45,2.81,4,6,2,803
0.34,61.2,58.0,4.49,4.47,2.74,3,6,2,803
0.34,62.0,56.0,4.5,4.47,2.78,4,6,2,803
0.34,62.7,59.0,4.45,4.42,2.78,3,6,2,803
0.34,62.4,58.0,4.46,4.42,2.77,3,6,2,803
0.34,62.0,59.0,4.48,4.42,2.76,3,6,2,803
0.34,62.0,56.0,4.47,4.43,2.76,3,6,2,803
0.45,62.0,62.0,4.96,4.86,3.05,3,3,1,803
0.34,61.8,56.0,4.5,4.47,2.77,4,1,6,803
0.37,60.2,60.0,4.63,4.68,2.8,3,6,4,803
0.32,61.2,56.0,4.39,4.43,2.7,4,6,5,803
0.31,62.1,54.0,4.4,4.36,2.72,4,6,3,804
0.31,60.2,56.0,4.44,4.39,2.66,4,5,4,804
0.32,61.1,59.0,4.39,4.42,2.69,2,6,5,804
0.43,62.5,60.0,4.81,4.86,3.02,2,4,3,804
0.31,61.2,56.0,4.35,4.37,2.67,4,6,5,804
0.32,60.3,58.0,4.43,4.46,2.68,4,6,5,804
0.4,62.6,56.0,4.69,4.74,2.95,4,3,3,804
0.33,61.1,56.0,4.47,4.5,2.74,4,4,3,804
0.33,61.9,58.0,4.47,4.42,2.75,3,5,3,804
0.32,62.0,55.0,4.41,4.37,2.72,4,5,3,804
0.31,61.6,55.0,4.4,4.37,2.7,4,6,3,804
0.31,60.2,56.0,4.46,4.41,2.67,4,6,3,804
0.31,61.4,56.0,4.38,4.35,2.68,4,5,4,804
0.39,61.3,58.0,4.74,4.78,2.92,2,1,6,805
0.31,61.2,59.0,4.37,4.39,2.68,4,6,5,805
0.39,60.8,56.0,4.76,4.78,2.9,4,1,6,805
0.38,62.0,54.2,4.66,4.68,2.89,4,5,3,805
0.34,60.6,57.0,4.51,4.53,2.74,4,6,3,805
0.34,62.9,56.0,4.44,4.5,2.81,2,6,3,805
0.34,61.2,57.0,4.45,4.51,2.74,4,5,4,805
0.34,62.4,55.0,4.44,4.47,2.78,4,5,4,805
0.34,62.0,54.0,4.48,4.52,2.79,4,6,3,805
0.34,61.0,57.0,4.49,4.52,2.75,4,5,4,805
0.34,62.1,58.0,4.45,4.5,2.78,3,6,3,805
0.34,62.1,56.0,4.48,4.5,2.79,4,5,4,805
0.34,62.2,55.0,4.49,4.52,2.8,4,5,4,805
0.34,62.1,55.0,4.46,4.49,2.78,4,6,3,805
0.34,62.3,55.0,4.45,4.48,2.78,4,6,3,805
0.34,61.8,56.0,4.47,4.51,2.78,4,5,4,805
0.34,61.3,57.0,4.47,4.5,2.75,4,6,3,805
0.34,62.9,55.0,4.43,4.47,2.8,2,6,3,805
0.34,62.0,56.0,4.48,4.52,2.79,4,5,4,805
0.34,61.2,57.0,4.45,4.5,2.74,4,5,4,805
0.34,62.4,53.0,4.49,4.52,2.81,4,6,3,805
0.34,61.4,56.0,4.5,4.53,2.77,4,6,3,805
0.34,60.4,60.0,4.51,4.56,2.74,3,6,3,805
0.34,59.3,58.0,4.52,4.55,2.69,3,6,3,805
0.34,62.5,57.0,4.4,4.47,2.77,4,6,3,805
0.34,61.8,57.0,4.47,4.5,2.77,4,5,4,805
0.34,62.0,55.0,4.45,4.48,2.77,4,6,3,805
0.34,62.0,55.0,4.45,4.49,2.77,4,6,3,805
0.34,59.9,58.0,4.54,4.58,2.73,3,5,4,805
0.34,60.8,57.0,4.49,4.53,2.74,4,5,4,805
0.34,60.8,57.0,4.5,4.52,2.74,4,6,3,805
0.33,59.7,59.0,4.48,4.53,2.69,2,3,5,806
0.35,61.3,55.0,4.57,4.6,2.81,4,4,5,806
0.33,60.9,56.7,4.47,4.49,2.73,4,3,6,806
0.33,61.5,54.0,4.46,4.49,2.75,4,5,4,806
0.33,61.8,55.2,4.44,4.47,2.76,4,2,7,806
0.32,62.2,59.0,4.41,4.34,2.72,3,4,5,806
0.6,60.1,60.0,5.51,5.44,3.29,3,2,0,806
0.42,61.0,54.0,4.84,4.87,2.96,4,1,3,807
0.35,61.3,56.0,4.55,4.58,2.8,4,3,3,807
0.44,61.1,56.0,4.92,4.96,3.02,4,1,4,807
0.44,61.8,55.0,4.89,4.92,3.03,4,1,4,807
0.46,61.1,57.0,4.97,5.01,3.05,4,3,1,807
0.46,61.7,55.0,4.99,5.02,3.09,4,2,2,807
0.29,60.9,61.0,4.27,4.23,2.59,3,5,6,807
0.36,62.0,59.0,4.56,4.51,2.81,3,4,3,807
0.36,61.5,55.0,4.6,4.57,2.82,4,4,3,807
0.43,61.6,56.0,4.82,4.86,2.98,4,6,2,807
0.4,62.0,56.0,4.74,4.77,2.95,4,1,5,807
0.4,62.4,55.0,4.7,4.73,2.94,4,1,5,807
0.4,62.9,56.0,4.69,4.72,2.96,2,3,3,807
0.4,62.3,57.0,4.7,4.71,2.93,4,3,3,807
0.4,62.7,56.0,4.71,4.73,2.96,2,2,4,807
0.4,62.6,58.0,4.66,4.73,2.94,3,2,4,807
0.4,63.4,58.0,4.74,4.66,2.98,1,2,4,807
0.4,61.2,57.0,4.73,4.78,2.91,4,3,3,807
0.4,62.4,60.0,4.69,4.74,2.94,3,2,4,807
0.4,63.8,59.0,4.64,4.57,2.94,1,3,3,807
0.4,62.6,58.0,4.68,4.71,2.94,2,2,4,807
0.4,63.5,56.0,4.68,4.7,2.98,1,3,3,807
0.4,62.8,61.0,4.63,4.67,2.92,2,3,3,807
0.4,61.8,56.0,4.74,4.78,2.94,4,2,4,807
0.4,62.6,58.0,4.68,4.71,2.94,3,2,4,807
0.31,61.3,56.0,4.35,4.37,2.67,2,4,6,808
0.39,60.0,56.0,4.76,4.81,2.87,2,5,3,808
0.32,61.0,55.0,4.43,4.45,2.71,4,5,5,808
0.38,60.7,56.0,4.69,4.74,2.86,4,6,3,808
0.32,61.5,55.0,4.43,4.45,2.73,4,6,3,808
0.35,61.8,53.0,4.55,4.57,2.81,4,1,7,808
0.32,60.0,57.0,4.45,4.49,2.68,2,6,5,809
0.46,61.5,56.0,4.98,5.01,3.07,2,4,1,809
0.38,63.4,53.0,4.61,4.63,2.93,4,1,5,809
0.32,61.6,54.0,4.41,4.46,2.73,4,6,5,809
0.32,61.7,56.0,4.37,4.42,2.71,4,4,6,809
0.37,60.5,56.0,4.65,4.68,2.82,4,3,3,809
0.41,61.7,54.0,4.79,4.81,2.96,4,4,3,809
0.38,64.1,55.0,4.58,4.62,2.95,1,6,3,809
0.37,61.0,55.0,4.66,4.68,2.85,4,3,4,810
0.41,60.9,56.0,4.84,4.81,2.94,4,3,1,810
0.36,61.6,56.0,4.59,4.56,2.82,4,5,2,810
0.36,61.9,56.0,4.58,4.53,2.82,4,5,2,810
0.36,62.4,55.0,4.55,4.52,2.83,4,5,2,810
0.36,60.8,59.0,4.62,4.59,2.8,3,2,4,810
0.36,61.6,59.0,4.57,4.52,2.8,3,2,4,810
0.4,63.2,57.0,4.73,4.7,2.98,2,0,4,810
0.4,62.6,55.0,4.75,4.71,2.96,4,0,4,810
0.4,60.7,60.0,4.79,4.76,2.9,3,0,4,810
0.4,59.7,59.0,4.83,4.79,2.87,3,0,4,810
0.4,63.0,58.0,4.7,4.66,2.95,3,0,4,810
0.4,63.4,58.0,4.64,4.61,2.93,2,0,4,810
0.4,62.6,60.0,4.68,4.65,2.92,3,4,1,810
0.36,61.8,57.0,4.6,4.56,2.83,4,2,4,810
0.36,60.5,59.0,4.63,4.6,2.79,3,2,4,810
0.36,60.9,60.0,4.61,4.56,2.79,3,5,2,810
0.36,61.3,56.0,4.62,4.58,2.82,3,5,2,810
0.36,61.4,57.0,4.59,4.56,2.81,4,5,2,810
0.36,62.1,56.0,4.59,4.56,2.84,4,5,2,810
0.36,62.4,55.0,4.58,4.55,2.85,4,5,2,810
0.36,60.8,59.0,4.59,4.56,2.78,3,5,2,810
0.36,63.1,58.0,4.54,4.49,2.85,2,5,2,810
0.36,62.9,56.0,4.57,4.52,2.86,4,5,2,810
0.36,62.0,57.0,4.57,4.53,2.82,4,5,2,810
0.3,63.3,57.0,4.3,4.23,2.7,2,1,7,810
0.3,60.5,59.0,4.34,4.32,2.62,3,1,7,810
0.3,63.3,56.0,4.26,4.21,2.68,2,1,7,810
0.36,55.3,67.0,4.79,4.72,2.63,0,4,4,810
0.44,61.3,58.0,4.88,4.91,3.0,3,2,3,810
0.42,61.7,56.0,4.79,4.83,2.97,4,6,2,810
0.33,61.5,59.0,4.42,4.46,2.73,3,3,6,810
0.33,62.2,56.0,4.43,4.45,2.76,4,4,5,810
0.42,62.4,57.0,4.77,4.84,3.0,4,6,2,810
0.44,61.0,57.0,4.89,4.91,2.99,4,4,2,810
0.33,61.3,56.0,4.44,4.46,2.73,4,4,5,810
0.42,62.0,55.0,4.83,4.84,3.0,4,6,2,810
0.44,62.9,58.0,4.85,4.88,3.06,2,5,2,810
0.42,59.8,59.0,4.86,4.91,2.92,3,6,2,810
0.33,61.9,56.0,4.42,4.46,2.75,4,4,5,810
0.44,62.8,56.0,4.83,4.88,3.05,2,1,4,810
0.42,62.8,58.0,4.76,4.79,3.0,2,6,2,810
0.33,62.3,55.0,4.42,4.44,2.76,4,3,6,810
0.44,61.1,56.0,4.9,4.92,3.0,4,5,2,810
0.42,61.8,57.0,4.77,4.81,2.96,4,6,2,810
0.42,61.5,56.0,4.81,4.85,2.97,4,6,2,810
0.42,60.8,59.0,4.82,4.85,2.94,2,6,2,810
0.44,62.2,60.0,4.79,4.86,3.0,2,5,2,810
0.42,61.9,56.0,4.82,4.84,2.99,4,6,2,810
0.44,62.6,56.0,4.84,4.9,3.05,4,5,2,810
0.37,62.3,56.0,4.56,4.59,2.85,4,2,6,810
0.44,62.3,59.0,4.84,4.88,3.03,3,5,2,810
0.42,61.9,57.0,4.77,4.82,2.97,4,6,2,810
0.42,62.3,57.0,4.77,4.8,2.98,4,6,2,810
0.42,61.9,59.0,4.76,4.81,2.96,3,6,2,810
0.42,62.1,59.0,4.77,4.79,2.97,3,6,2,810
0.42,61.1,60.0,4.79,4.83,2.94,3,6,2,810
0.33,62.5,59.0,4.4,4.47,2.77,2,4,5,810
0.33,61.4,56.0,4.44,4.49,2.74,4,4,5,810
0.41,61.3,60.0,4.77,4.82,2.94,2,1,5,811
0.41,61.7,54.0,4.78,4.81,2.96,4,3,3,811
0.37,62.7,56.0,4.55,4.6,2.87,4,5,3,811
0.37,61.0,59.0,4.59,4.63,2.81,3,5,3,811
0.37,60.3,58.0,4.63,4.66,2.8,3,5,3,811
0.37,61.9,53.0,4.62,4.65,2.87,4,5,3,811
0.37,61.5,58.0,4.61,4.66,2.85,3,5,3,811
0.37,62.5,56.0,4.58,4.61,2.87,4,5,3,811
0.34,61.9,57.0,4.49,4.52,2.79,4,1,2,459
0.34,60.2,57.0,4.5,4.54,2.72,4,1,2,459
0.34,62.8,57.0,4.43,4.45,2.79,2,1,2,459
0.34,60.0,58.0,4.51,4.55,2.72,3,1,2,459
0.34,62.3,55.0,4.42,4.47,2.77,4,1,2,459
0.34,62.4,56.0,4.45,4.49,2.79,4,1,2,459
0.34,61.7,56.0,4.51,4.54,2.79,2,1,2,459
0.34,61.9,57.0,4.44,4.48,2.76,4,1,2,459
0.33,60.0,56.0,4.52,4.55,2.73,2,3,1,460
0.25,62.2,54.0,4.03,4.07,2.52,4,4,3,460
0.25,62.3,53.0,4.02,4.07,2.52,4,3,4,460
0.35,63.8,56.0,4.45,4.48,2.85,1,4,1,460
0.35,62.8,55.0,4.48,4.53,2.83,2,4,1,460
0.35,62.2,58.0,4.49,4.54,2.81,3,0,4,460
0.24,61.7,57.0,3.99,4.02,2.47,2,5,3,461
0.24,61.3,54.0,4.02,4.07,2.47,2,4,3,461
0.24,61.0,57.0,4.01,4.04,2.45,2,4,4,461
0.24,62.4,56.0,3.96,3.97,2.47,2,5,4,461
0.31,62.4,54.0,4.32,4.35,2.7,4,0,6,461
0.31,61.9,54.0,4.33,4.36,2.69,4,1,4,461
0.32,61.4,55.0,4.4,4.46,2.72,4,3,2,461
0.32,61.3,57.0,4.42,4.45,2.72,4,3,2,461
0.3,62.3,56.0,4.27,4.3,2.67,4,4,2,461
0.3,62.5,57.0,4.27,4.31,2.68,4,4,2,461
0.32,62.3,60.0,4.36,4.4,2.73,3,2,2,461
0.32,62.0,58.0,4.38,4.39,2.72,3,2,2,461
0.32,63.0,59.0,4.33,4.37,2.74,2,2,2,461
0.32,63.1,58.0,4.33,4.36,2.74,1,2,2,461
0.32,63.7,55.0,4.3,4.33,2.75,1,2,2,461
0.32,62.6,55.0,4.37,4.38,2.74,2,2,2,461
0.37,59.5,59.0,4.64,4.71,2.78,2,5,3,811
0.37,61.8,59.0,4.56,4.6,2.83,2,5,3,811
0.37,61.1,57.0,4.63,4.66,2.84,2,5,3,811
0.37,62.0,57.0,4.6,4.63,2.86,4,5,3,811
0.37,62.6,56.0,4.56,4.61,2.87,4,5,3,811
0.37,58.9,61.0,4.66,4.68,2.75,2,5,3,811
0.37,61.7,56.0,4.61,4.63,2.85,4,4,4,811
0.37,61.6,57.0,4.61,4.65,2.85,4,5,3,811
0.37,61.1,57.0,4.61,4.65,2.83,4,4,4,811
0.37,62.3,59.0,4.56,4.59,2.85,2,5,3,811
0.37,61.5,56.0,4.59,4.62,2.83,4,5,3,811
0.37,61.2,57.0,4.58,4.64,2.82,4,5,3,811
0.37,62.3,56.0,4.56,4.59,2.85,4,5,3,811
0.37,63.0,58.0,4.53,4.58,2.87,2,5,3,811
0.37,59.1,60.0,4.66,4.68,2.76,3,5,3,811
0.3,61.0,56.0,4.33,4.39,2.66,4,5,5,812
0.38,61.6,57.0,4.65,4.61,2.85,3,5,1,812
0.38,61.1,58.0,4.68,4.62,2.84,3,6,1,812
0.38,61.1,56.0,4.71,4.65,2.86,4,6,1,812
0.38,62.1,55.0,4.65,4.62,2.88,3,6,1,812
0.38,62.5,58.0,4.61,4.58,2.87,3,1,3,812
0.38,61.7,59.0,4.64,4.6,2.85,3,1,3,812
0.38,61.5,58.0,4.62,4.61,2.84,3,1,3,812
0.38,61.8,59.0,4.64,4.61,2.86,3,1,3,812
0.38,60.2,58.0,4.75,4.69,2.84,3,1,3,812
0.38,59.7,60.0,4.68,4.66,2.79,3,2,2,812
0.38,61.2,62.0,4.66,4.62,2.84,3,2,2,812
0.38,63.3,57.0,4.62,4.58,2.91,2,2,2,812
0.38,59.2,61.0,4.72,4.67,2.78,3,6,1,812
0.38,61.2,57.0,4.71,4.67,2.87,4,5,1,812
0.44,61.9,57.0,4.86,4.89,3.01,2,1,4,813
0.34,60.4,56.0,4.52,4.55,2.74,4,3,6,813
0.3,61.0,56.0,4.34,4.38,2.66,4,5,6,813
0.32,60.9,56.0,4.41,4.43,2.69,4,5,6,813
0.38,61.5,55.0,4.67,4.7,2.88,4,5,3,813
0.44,61.1,56.0,4.92,4.94,3.01,4,3,2,813
0.3,61.8,55.0,4.33,4.35,2.68,4,3,7,813
0.4,64.7,58.0,4.63,4.67,3.01,0,5,3,813
0.43,58.3,62.0,4.97,4.91,2.88,3,4,1,813
0.41,61.4,59.2,4.76,4.78,2.93,2,3,3,813
0.31,64.2,60.0,4.22,4.28,2.73,1,5,7,813
0.3,60.7,55.0,4.35,4.36,2.65,2,5,5,814
0.3,61.1,57.0,4.31,4.33,2.64,2,4,6,814
0.3,62.6,56.0,4.27,4.29,2.68,2,4,6,814
0.4,59.1,60.0,4.81,4.84,2.85,2,5,3,814
0.31,56.7,60.0,4.57,4.5,2.57,1,4,4,814
0.31,54.2,63.0,4.61,4.51,2.47,0,5,3,814
0.31,60.2,55.0,4.43,4.45,2.67,4,4,5,814
0.33,60.9,56.0,4.45,4.48,2.72,4,5,5,814
0.33,61.2,56.0,4.46,4.5,2.74,4,5,5,814
0.33,61.2,56.0,4.44,4.48,2.73,4,5,5,814
0.3,61.7,57.0,4.33,4.36,2.68,4,6,5,814
0.3,62.0,53.0,4.33,4.35,2.69,4,6,5,814
0.3,61.9,55.0,4.28,4.31,2.66,4,6,5,814
0.3,61.6,58.0,4.29,4.32,2.65,4,6,5,814
0.3,61.7,55.0,4.33,4.36,2.68,4,6,5,814
0.3,61.6,57.0,4.31,4.32,2.66,4,6,5,814
0.3,62.4,54.0,4.3,4.32,2.69,4,6,5,814
0.3,60.7,58.0,4.3,4.33,2.62,4,6,5,814
0.3,62.1,57.0,4.27,4.3,2.66,4,6,5,814
0.3,62.2,55.0,4.32,4.33,2.69,4,6,5,814
0.32,61.2,55.0,4.41,4.44,2.71,4,3,6,814
0.32,61.4,57.0,4.39,4.41,2.7,4,3,6,814
0.32,61.9,55.0,4.43,4.46,2.75,4,3,6,814
0.32,61.2,55.0,4.41,4.44,2.71,4,3,6,814
0.32,61.7,56.0,4.4,4.42,2.72,4,3,6,814
0.32,61.6,55.0,4.43,4.47,2.74,4,3,6,814
0.32,61.4,57.0,4.42,4.44,2.72,4,3,6,814
0.32,61.1,55.0,4.43,4.45,2.71,4,3,6,814
0.32,61.1,55.0,4.45,4.48,2.73,4,3,6,814
0.32,62.2,53.0,4.42,4.45,2.76,4,3,6,814
0.32,61.2,56.0,4.42,4.44,2.71,4,3,6,814
0.32,61.8,55.0,4.4,4.43,2.73,4,3,6,814
0.32,61.8,54.0,4.41,4.43,2.73,4,3,6,814
0.32,61.8,54.0,4.4,4.43,2.73,4,3,6,814
0.3,61.8,57.0,4.3,4.34,2.67,4,4,6,814
0.3,62.2,57.0,4.28,4.31,2.67,4,4,6,814
0.3,61.6,58.0,4.27,4.3,2.64,4,4,6,814
0.3,62.6,55.0,4.28,4.31,2.69,4,4,6,814
0.3,61.6,55.0,4.33,4.37,2.68,4,4,6,814
0.3,62.5,57.0,4.26,4.29,2.67,4,4,6,814
0.3,61.9,54.0,4.35,4.37,2.7,4,4,6,814
0.3,62.1,54.0,4.32,4.35,2.69,4,4,6,814
0.3,61.5,58.0,4.3,4.32,2.65,4,4,6,814
0.3,61.9,58.0,4.26,4.3,2.65,4,4,6,814
0.3,62.5,55.0,4.26,4.29,2.67,4,4,6,814
0.3,61.7,58.0,4.26,4.3,2.64,4,4,6,814
0.3,61.1,56.0,4.33,4.38,2.66,4,4,6,814
0.3,62.0,58.0,4.26,4.29,2.65,4,4,6,814
0.3,62.2,56.0,4.28,4.3,2.67,4,4,6,814
0.3,61.9,56.0,4.3,4.33,2.67,4,4,6,814
0.3,61.9,57.0,4.3,4.32,2.67,4,4,6,814
0.3,62.2,56.0,4.27,4.31,2.67,4,4,6,814
0.32,61.2,56.0,4.4,4.42,2.7,4,2,7,814
0.32,61.8,55.0,4.42,4.45,2.74,4,2,7,814
0.32,61.1,56.0,4.45,4.48,2.73,4,2,7,814
0.32,61.2,57.0,4.41,4.44,2.71,4,2,7,814
0.32,61.6,55.0,4.41,4.42,2.72,4,2,7,814
0.32,62.6,54.0,4.38,4.4,2.75,4,2,7,814
0.32,62.0,55.0,4.39,4.42,2.73,4,2,7,814
0.32,61.6,54.0,4.41,4.49,2.74,4,2,7,814
0.32,61.4,55.0,4.42,4.47,2.73,4,2,7,814
0.32,62.2,54.0,4.37,4.41,2.73,4,2,7,814
0.32,62.1,54.0,4.41,4.45,2.75,4,2,7,814
0.4,64.4,56.0,4.62,4.67,2.99,1,6,3,814
0.26,62.7,55.0,4.1,4.07,2.56,4,4,6,814
0.26,61.7,56.0,4.11,4.09,2.53,4,5,6,814
0.26,60.9,59.0,4.12,4.09,2.5,3,5,6,814
0.42,58.5,60.0,4.94,4.91,2.88,3,5,1,814
0.47,61.5,62.0,5.01,4.95,3.06,3,1,1,814
0.3,60.2,57.0,4.37,4.3,2.61,3,5,4,814
0.3,61.4,59.0,4.32,4.28,2.64,3,5,4,814
0.32,60.8,59.0,4.43,4.45,2.7,3,5,6,814
0.32,62.5,56.0,4.38,4.42,2.75,4,5,6,814
0.3,59.8,64.0,4.34,4.29,2.58,1,5,5,814
0.32,61.4,57.0,4.4,4.43,2.71,4,6,4,814
0.46,62.6,58.0,4.88,4.96,3.08,2,4,1,815
0.29,59.9,56.0,4.35,4.37,2.61,2,4,7,815
0.37,61.6,55.0,4.62,4.66,2.86,4,3,5,815
0.29,61.9,56.0,4.22,4.24,2.62,4,5,5,815
0.31,62.4,54.0,4.35,4.37,2.72,4,6,5,815
0.31,61.7,54.0,4.38,4.43,2.72,4,6,5,815
0.37,61.4,55.0,4.64,4.67,2.86,4,2,6,815
0.37,61.9,54.0,4.63,4.65,2.87,4,2,6,815
0.37,62.0,53.0,4.63,4.66,2.88,4,2,6,815
0.31,62.3,54.0,4.38,4.39,2.73,4,4,6,815
0.31,62.0,55.0,4.33,4.35,2.69,4,4,6,815
0.29,61.7,55.0,4.25,4.28,2.63,4,4,6,815
0.4,61.1,57.0,4.74,4.78,2.91,4,2,4,815
0.29,61.9,57.0,4.25,4.29,2.64,4,5,7,815
0.38,59.1,58.0,4.77,4.74,2.81,3,6,2,815
0.32,61.6,54.0,4.43,4.46,2.74,2,5,5,816
0.34,57.0,61.0,6.65,4.61,2.64,1,5,3,816
0.32,61.2,56.0,4.39,4.43,2.7,4,5,5,816
0.32,61.5,56.0,4.43,4.45,2.73,4,5,5,816
0.32,62.2,53.0,4.39,4.42,2.74,4,5,5,816
0.39,62.0,57.0,4.68,4.74,2.92,4,3,3,816
0.34,62.2,54.2,4.44,4.47,2.78,4,5,4,816
0.4,59.6,63.0,4.77,4.81,2.85,1,3,3,816
0.31,61.0,60.0,4.37,4.35,2.66,3,5,4,816
0.31,61.9,56.0,4.37,4.32,2.69,3,5,4,816
0.4,58.3,62.0,4.86,4.81,2.82,3,3,2,816
0.31,62.5,52.0,4.4,4.37,2.74,3,6,3,816
0.31,61.7,58.0,4.37,4.32,2.68,3,6,3,816
0.34,64.7,55.0,4.52,4.41,2.89,0,4,3,816
0.34,59.8,56.0,4.55,4.54,2.72,4,5,3,816
0.31,62.1,55.0,4.38,4.32,2.7,4,6,3,816
0.31,62.5,57.0,4.31,4.36,2.71,4,3,6,816
0.31,62.5,55.0,4.33,4.34,2.71,4,3,6,816
0.31,60.0,57.0,4.39,4.41,2.64,4,2,7,816
